SalesOrderId,SalesOrderNo,creationDate,channel,Mode of payment,customerId,StoreID,terminalID,returnOrderId,recordType,,
14695,S12794,18/6/2019,Reverse channels,Googlepay,C00001117,16694,12994,,Contract Purchase Orders (CPO),,
14696,S12795,10/1/2019,Reverse channels,Googlepay,C00001118,16695,12995,,Contract Purchase Orders (CPO),,
14697,S12796,14/1/2019,Reverse channels,Googlepay,C00001119,16696,12996,,Contract Purchase Orders (CPO),,
14698,S12797,2/2/2019,Reverse channels,Googlepay,C00001120,16697,12997,,Contract Purchase Orders (CPO),,
14699,S12798,10/2/2019,Reverse channels,Googlepay,C00001121,16698,12998,,Contract Purchase Orders (CPO),,
14700,S12799,27/2/2019,Reverse channels,Googlepay,C00001122,16699,12999,,Contract Purchase Orders (CPO),,
14701,S12800,15/3/2019,Reverse channels,Googlepay,C00001123,16700,13000,,Contract Purchase Orders (CPO),,
14702,S12801,28/3/2019,Reverse channels,Googlepay,C00001124,16701,13001,,Contract Purchase Orders (CPO),,
14703,S12802,29/3/2019,Reverse channels,Googlepay,C00001125,16702,13002,,Contract Purchase Orders (CPO),,
14704,S12803,1/4/2019,Reverse channels,Googlepay,C00001126,16703,13003,,Contract Purchase Orders (CPO),,
14705,S12804,6/4/2019,Reverse channels,Googlepay,C00001127,16704,13004,,Contract Purchase Orders (CPO),,
14706,S12805,10/4/2019,Reverse channels,Googlepay,C00001128,16705,13005,,Contract Purchase Orders (CPO),,
14707,S12806,10/5/2019,Reverse channels,Googlepay,C00001129,16706,13006,,Contract Purchase Orders (CPO),,
14708,S12807,17/5/2019,Reverse channels,Googlepay,C00001130,16707,13007,,Contract Purchase Orders (CPO),,
14709,S12808,20/5/2019,Reverse channels,Googlepay,C00001131,16708,13008,,Contract Purchase Orders (CPO),,
14710,S12809,22/5/2019,Reverse channels,Googlepay,C00001132,16709,13009,,Contract Purchase Orders (CPO),,
14711,S12810,23/5/2019,Reverse channels,Googlepay,C00001133,16710,13010,,Contract Purchase Orders (CPO),,
14712,S12811,24/5/2019,Reverse channels,Googlepay,C00001134,16711,13011,,Contract Purchase Orders (CPO),,
14713,S12812,10/6/2019,Reverse channels,Googlepay,C00001135,16712,13012,,Contract Purchase Orders (CPO),,
14714,S12813,14/6/2019,Reverse channels,Googlepay,C00001136,16713,13013,,Contract Purchase Orders (CPO),,
14715,S12814,18/6/2019,Reverse channels,Googlepay,C00001137,16714,13014,,Contract Purchase Orders (CPO),,
14716,S12815,10/1/2019,Reverse channels,Googlepay,C00001138,16715,13015,,Contract Purchase Orders (CPO),,
14717,S12816,14/1/2019,Reverse channels,Googlepay,C00001139,16716,13016,,Contract Purchase Orders (CPO),,
14718,S12817,2/2/2019,Reverse channels,Googlepay,C00001140,16717,13017,,Contract Purchase Orders (CPO),,
14719,S12818,10/2/2019,Reverse channels,Googlepay,C00001141,16718,13018,,Contract Purchase Orders (CPO),,
14720,S12819,27/2/2019,Reverse channels,Googlepay,C00001142,16719,13019,,Contract Purchase Orders (CPO),,
14721,S12820,15/3/2019,Reverse channels,Googlepay,C00001143,16720,13020,,Contract Purchase Orders (CPO),,
14722,S12821,28/3/2019,Reverse channels,Googlepay,C00001144,16721,13021,,Contract Purchase Orders (CPO),,
14723,S12822,29/3/2019,Reverse channels,Googlepay,C00001145,16722,13022,,Contract Purchase Orders (CPO),,
14724,S12823,1/4/2019,Reverse channels,Googlepay,C00001146,16723,13023,,Contract Purchase Orders (CPO),,
14725,S12824,6/4/2019,Reverse channels,Googlepay,C00001147,16724,13024,,Contract Purchase Orders (CPO),,
14726,S12825,10/4/2019,Reverse channels,Googlepay,C00001148,16725,13025,,Contract Purchase Orders (CPO),,
14727,S12826,10/5/2019,Reverse channels,Googlepay,C00001149,16726,13026,,Contract Purchase Orders (CPO),,
14728,S12827,17/5/2019,Reverse channels,Googlepay,C00001150,16727,13027,,Contract Purchase Orders (CPO),,
14729,S12828,20/5/2019,Reverse channels,Googlepay,C00001151,16728,13028,,Contract Purchase Orders (CPO),,
14730,S12829,22/5/2019,Reverse channels,Googlepay,C00001152,16729,13029,,Contract Purchase Orders (CPO),,
14731,S12830,23/5/2019,Reverse channels,Googlepay,C00001153,16730,13030,,Contract Purchase Orders (CPO),,
14732,S12831,24/5/2019,Reverse channels,Googlepay,C00001154,16731,13031,,Contract Purchase Orders (CPO),,
14733,S12832,10/6/2019,Reverse channels,Googlepay,C00001155,16732,13032,,Contract Purchase Orders (CPO),,
14734,S12833,14/6/2019,Reverse channels,Googlepay,C00001156,16733,13033,,Contract Purchase Orders (CPO),,
14735,S12834,18/6/2019,Reverse channels,Googlepay,C00001157,16734,13034,,Contract Purchase Orders (CPO),,
14736,S12835,10/1/2019,Reverse channels,Googlepay,C00001158,16735,13035,,Contract Purchase Orders (CPO),,
14737,S12836,14/1/2019,Reverse channels,Googlepay,C00001159,16736,13036,,Contract Purchase Orders (CPO),,
14738,S12837,2/2/2019,Reverse channels,Googlepay,C00001160,16737,13037,,Contract Purchase Orders (CPO),,
14739,S12838,10/2/2019,Reverse channels,Googlepay,C00001161,16738,13038,,Contract Purchase Orders (CPO),,
14740,S12839,27/2/2019,Reverse channels,Googlepay,C00001162,16739,13039,,Contract Purchase Orders (CPO),,
14741,S12840,15/3/2019,Reverse channels,Googlepay,C00001163,16740,13040,,Contract Purchase Orders (CPO),,
14742,S12841,28/3/2019,Reverse channels,Googlepay,C00001164,16741,13041,,Contract Purchase Orders (CPO),,
14743,S12842,29/3/2019,Reverse channels,Googlepay,C00001165,16742,13042,,Contract Purchase Orders (CPO),,
14744,S12843,1/4/2019,Reverse channels,Googlepay,C00001166,16743,13043,,Contract Purchase Orders (CPO),,
14745,S12844,6/4/2019,Reverse channels,Googlepay,C00001167,16744,13044,,Contract Purchase Orders (CPO),,
14746,S12845,10/4/2019,Reverse channels,Googlepay,C00001168,16745,13045,,Contract Purchase Orders (CPO),,
14747,S12846,10/5/2019,Reverse channels,Googlepay,C00001169,16746,13046,,Contract Purchase Orders (CPO),,
14748,S12847,17/5/2019,Reverse channels,Googlepay,C00001170,16747,13047,,Contract Purchase Orders (CPO),,
14749,S12848,20/5/2019,Reverse channels,Googlepay,C00001171,16748,13048,,Contract Purchase Orders (CPO),,
14750,S12849,22/5/2019,Reverse channels,Googlepay,C00001172,16749,13049,,Contract Purchase Orders (CPO),,
14751,S12850,23/5/2019,Reverse channels,Googlepay,C00001173,16750,13050,,Contract Purchase Orders (CPO),,
14752,S12851,24/5/2019,Reverse channels,Googlepay,C00001174,16751,13051,,Contract Purchase Orders (CPO),,
14753,S12852,10/6/2019,Reverse channels,Googlepay,C00001175,16752,13052,,Contract Purchase Orders (CPO),,
14754,S12853,14/6/2019,Reverse channels,Googlepay,C00001176,16753,13053,,Contract Purchase Orders (CPO),,
14755,S12854,18/6/2019,Reverse channels,Googlepay,C00001177,16754,13054,,Contract Purchase Orders (CPO),,
14756,S12855,10/1/2019,Reverse channels,Googlepay,C00001178,16755,13055,,Contract Purchase Orders (CPO),,
14757,S12856,14/1/2019,Reverse channels,Googlepay,C00001179,16756,13056,,Contract Purchase Orders (CPO),,
14758,S12857,2/2/2019,Reverse channels,Googlepay,C00001180,16757,13057,,Contract Purchase Orders (CPO),,
14759,S12858,10/2/2019,Reverse channels,Googlepay,C00001181,16758,13058,,Contract Purchase Orders (CPO),,
14760,S12859,27/2/2019,Reverse channels,Googlepay,C00001182,16759,13059,,Contract Purchase Orders (CPO),,
14761,S12860,15/3/2019,Reverse channels,Googlepay,C00001183,16760,13060,,Contract Purchase Orders (CPO),,
14762,S12861,28/3/2019,Reverse channels,Googlepay,C00001184,16761,13061,,Contract Purchase Orders (CPO),,
14763,S12862,29/3/2019,Reverse channels,Googlepay,C00001185,16762,13062,,Contract Purchase Orders (CPO),,
14764,S12863,1/4/2019,Reverse channels,Googlepay,C00001186,16763,13063,,Contract Purchase Orders (CPO),,
14765,S12864,6/4/2019,Reverse channels,Googlepay,C00001187,16764,13064,,Contract Purchase Orders (CPO),,
14766,S12865,10/4/2019,Reverse channels,Googlepay,C00001188,16765,13065,,Contract Purchase Orders (CPO),,
14767,S12866,10/5/2019,Reverse channels,Googlepay,C00001189,16766,13066,,Contract Purchase Orders (CPO),,
14768,S12867,17/5/2019,Reverse channels,Googlepay,C00001190,16767,13067,,Contract Purchase Orders (CPO),,
14769,S12868,20/5/2019,Reverse channels,Googlepay,C00001191,16768,13068,,Contract Purchase Orders (CPO),,
14770,S12869,22/5/2019,Reverse channels,Googlepay,C00001192,16769,13069,,Contract Purchase Orders (CPO),,
14771,S12870,23/5/2019,Reverse channels,Googlepay,C00001193,16770,13070,,Contract Purchase Orders (CPO),,
14772,S12871,24/5/2019,Reverse channels,Googlepay,C00001194,16771,13071,,Contract Purchase Orders (CPO),,
14773,S12872,10/6/2019,Reverse channels,Googlepay,C00001195,16772,13072,,Contract Purchase Orders (CPO),,
14774,S12873,14/6/2019,Reverse channels,Googlepay,C00001196,16773,13073,,Contract Purchase Orders (CPO),,
14775,S12874,18/6/2019,Reverse channels,Googlepay,C00001197,16774,13074,,Contract Purchase Orders (CPO),,
14776,S12875,10/1/2019,Reverse channels,Googlepay,C00001198,16775,13075,,Contract Purchase Orders (CPO),,
14777,S12876,14/1/2019,Reverse channels,Googlepay,C00001199,16776,13076,,Contract Purchase Orders (CPO),,
14778,S12877,2/2/2019,Reverse channels,Googlepay,C00001200,16777,13077,,Contract Purchase Orders (CPO),,
14779,S12878,10/2/2019,Reverse channels,Googlepay,C00001201,16778,13078,,Contract Purchase Orders (CPO),,
14780,S12879,27/2/2019,Reverse channels,Googlepay,C00001202,16779,13079,,Contract Purchase Orders (CPO),,
14781,S12880,15/3/2019,Reverse channels,Googlepay,C00001203,16780,13080,,Contract Purchase Orders (CPO),,
14782,S12881,28/3/2019,Reverse channels,Googlepay,C00001204,16781,13081,,Contract Purchase Orders (CPO),,
14783,S12882,29/3/2019,Reverse channels,Googlepay,C00001205,16782,13082,,Contract Purchase Orders (CPO),,
14784,S12883,1/4/2019,Reverse channels,Googlepay,C00001206,16783,13083,,Contract Purchase Orders (CPO),,
14785,S12884,6/4/2019,Reverse channels,Googlepay,C00001207,16784,13084,,Contract Purchase Orders (CPO),,
14786,S12885,10/4/2019,Reverse channels,Googlepay,C00001208,16785,13085,,Contract Purchase Orders (CPO),,
14787,S12886,10/5/2019,Reverse channels,Googlepay,C00001209,16786,13086,,Contract Purchase Orders (CPO),,
14788,S12887,17/5/2019,Reverse channels,Googlepay,C00001210,16787,13087,,Contract Purchase Orders (CPO),,
14789,S12888,20/5/2019,Reverse channels,Googlepay,C00001211,16788,13088,,Contract Purchase Orders (CPO),,
14790,S12889,22/5/2019,Reverse channels,Googlepay,C00001212,16789,13089,,Contract Purchase Orders (CPO),,
14791,S12890,23/5/2019,Reverse channels,Googlepay,C00001213,16790,13090,,Contract Purchase Orders (CPO),,
14792,S12891,24/5/2019,Reverse channels,Googlepay,C00001214,16791,13091,,Contract Purchase Orders (CPO),,
14793,S12892,10/6/2019,Reverse channels,Googlepay,C00001215,16792,13092,,Contract Purchase Orders (CPO),,
14794,S12893,14/6/2019,Reverse channels,Googlepay,C00001216,16793,13093,,Contract Purchase Orders (CPO),,
14795,S12894,18/6/2019,Reverse channels,Googlepay,C00001217,16794,13094,,Contract Purchase Orders (CPO),,
14796,S12895,10/1/2019,Reverse channels,Googlepay,C00001218,16795,13095,,Contract Purchase Orders (CPO),,
14797,S12896,14/1/2019,Reverse channels,Googlepay,C00001219,16796,13096,,Contract Purchase Orders (CPO),,
14798,S12897,2/2/2019,Reverse channels,Googlepay,C00001220,16797,13097,,Contract Purchase Orders (CPO),,
14799,S12898,10/2/2019,Reverse channels,Googlepay,C00001221,16798,13098,,Contract Purchase Orders (CPO),,
14800,S12899,27/2/2019,Reverse channels,Googlepay,C00001222,16799,13099,,Contract Purchase Orders (CPO),,
14801,S12900,15/3/2019,Reverse channels,Googlepay,C00001223,16800,13100,,Contract Purchase Orders (CPO),,
14802,S12901,28/3/2019,Reverse channels,Googlepay,C00001224,16801,13101,,Contract Purchase Orders (CPO),,
14803,S12902,29/3/2019,Reverse channels,Googlepay,C00001225,16802,13102,,Contract Purchase Orders (CPO),,
14804,S12903,1/4/2019,Reverse channels,Googlepay,C00001226,16803,13103,,Contract Purchase Orders (CPO),,
14805,S12904,6/4/2019,Reverse channels,Googlepay,C00001227,16804,13104,,Contract Purchase Orders (CPO),,
14806,S12905,10/4/2019,Reverse channels,Googlepay,C00001228,16805,13105,,Contract Purchase Orders (CPO),,
14807,S12906,10/5/2019,Reverse channels,Googlepay,C00001229,16806,13106,,Contract Purchase Orders (CPO),,
14808,S12907,17/5/2019,Reverse channels,Googlepay,C00001230,16807,13107,,Contract Purchase Orders (CPO),,
14809,S12908,20/5/2019,Reverse channels,Googlepay,C00001231,16808,13108,,Contract Purchase Orders (CPO),,
14810,S12909,22/5/2019,Reverse channels,Googlepay,C00001232,16809,13109,,Contract Purchase Orders (CPO),,
14811,S12910,23/5/2019,Reverse channels,Googlepay,C00001233,16810,13110,,Contract Purchase Orders (CPO),,
14812,S12911,24/5/2019,Reverse channels,Googlepay,C00001234,16811,13111,,Contract Purchase Orders (CPO),,
14813,S12912,10/6/2019,Reverse channels,Googlepay,C00001235,16812,13112,,Contract Purchase Orders (CPO),,
14814,S12913,14/6/2019,Reverse channels,Googlepay,C00001236,16813,13113,,Contract Purchase Orders (CPO),,
14815,S12914,18/6/2019,Reverse channels,Googlepay,C00001237,16814,13114,,Contract Purchase Orders (CPO),,
14816,S12915,10/1/2019,Reverse channels,Googlepay,C00001238,16815,13115,,Contract Purchase Orders (CPO),,
14817,S12916,14/1/2019,Reverse channels,Googlepay,C00001239,16816,13116,,Contract Purchase Orders (CPO),,
14818,S12917,2/2/2019,Reverse channels,Googlepay,C00001240,16817,13117,,Contract Purchase Orders (CPO),,
14819,S12918,10/2/2019,Reverse channels,Googlepay,C00001241,16818,13118,,Contract Purchase Orders (CPO),,
14820,S12919,27/2/2019,Reverse channels,Googlepay,C00001242,16819,13119,,Contract Purchase Orders (CPO),,
14821,S12920,15/3/2019,Reverse channels,Googlepay,C00001243,16820,13120,,Contract Purchase Orders (CPO),,
14822,S12921,28/3/2019,Reverse channels,Googlepay,C00001244,16821,13121,,Contract Purchase Orders (CPO),,
14823,S12922,29/3/2019,Reverse channels,Googlepay,C00001245,16822,13122,,Contract Purchase Orders (CPO),,
14824,S12923,1/4/2019,Reverse channels,Googlepay,C00001246,16823,13123,,Contract Purchase Orders (CPO),,
14825,S12924,6/4/2019,Reverse channels,Googlepay,C00001247,16824,13124,,Contract Purchase Orders (CPO),,
14826,S12925,10/4/2019,Reverse channels,Googlepay,C00001248,16825,13125,,Contract Purchase Orders (CPO),,
14827,S12926,10/5/2019,Reverse channels,Googlepay,C00001249,16826,13126,,Contract Purchase Orders (CPO),,
14828,S12927,17/5/2019,Reverse channels,Googlepay,C00001250,16827,13127,,Contract Purchase Orders (CPO),,
14829,S12928,20/5/2019,Reverse channels,Googlepay,C00001251,16828,13128,,Contract Purchase Orders (CPO),,
14830,S12929,22/5/2019,Reverse channels,Googlepay,C00001252,16829,13129,,Contract Purchase Orders (CPO),,
14831,S12930,23/5/2019,Reverse channels,Googlepay,C00001253,16830,13130,,Contract Purchase Orders (CPO),,
14832,S12931,24/5/2019,Reverse channels,Googlepay,C00001254,16831,13131,,Contract Purchase Orders (CPO),,
14833,S12932,10/6/2019,Reverse channels,Googlepay,C00001255,16832,13132,,Contract Purchase Orders (CPO),,
14834,S12933,14/6/2019,Reverse channels,Googlepay,C00001256,16833,13133,,Contract Purchase Orders (CPO),,
14835,S12934,18/6/2019,Reverse channels,Googlepay,C00001257,16834,13134,,Contract Purchase Orders (CPO),,
14836,S12935,10/1/2019,Reverse channels,Googlepay,C00001258,16835,13135,,Contract Purchase Orders (CPO),,
14837,S12936,14/1/2019,Reverse channels,Googlepay,C00001259,16836,13136,,Contract Purchase Orders (CPO),,
14838,S12937,2/2/2019,Reverse channels,Googlepay,C00001260,16837,13137,,Contract Purchase Orders (CPO),,
14839,S12938,10/2/2019,Reverse channels,Googlepay,C00001261,16838,13138,,Contract Purchase Orders (CPO),,
14840,S12939,27/2/2019,Reverse channels,Googlepay,C00001262,16839,13139,,Contract Purchase Orders (CPO),,
14841,S12940,15/3/2019,Reverse channels,Googlepay,C00001263,16840,13140,,Contract Purchase Orders (CPO),,
14842,S12941,28/3/2019,Reverse channels,Googlepay,C00001264,16841,13141,,Contract Purchase Orders (CPO),,
14843,S12942,29/3/2019,Reverse channels,Googlepay,C00001265,16842,13142,,Contract Purchase Orders (CPO),,
14844,S12943,1/4/2019,Reverse channels,Googlepay,C00001266,16843,13143,,Contract Purchase Orders (CPO),,
14845,S12944,6/4/2019,Reverse channels,Googlepay,C00001267,16844,13144,,Contract Purchase Orders (CPO),,
14846,S12945,10/4/2019,Reverse channels,Googlepay,C00001268,16845,13145,,Contract Purchase Orders (CPO),,
14847,S12946,10/5/2019,Reverse channels,Googlepay,C00001269,16846,13146,,Contract Purchase Orders (CPO),,
14848,S12947,17/5/2019,Reverse channels,Googlepay,C00001270,16847,13147,,Contract Purchase Orders (CPO),,
14849,S12948,20/5/2019,Reverse channels,Googlepay,C00001271,16848,13148,,Contract Purchase Orders (CPO),,
14850,S12949,22/5/2019,Reverse channels,Googlepay,C00001272,16849,13149,,Contract Purchase Orders (CPO),,
14851,S12950,23/5/2019,Reverse channels,Googlepay,C00001273,16850,13150,,Contract Purchase Orders (CPO),,
14852,S12951,24/5/2019,Reverse channels,Googlepay,C00001274,16851,13151,,Contract Purchase Orders (CPO),,
14853,S12952,10/6/2019,Reverse channels,Googlepay,C00001275,16852,13152,,Contract Purchase Orders (CPO),,
14854,S12953,14/6/2019,Reverse channels,Googlepay,C00001276,16853,13153,,Contract Purchase Orders (CPO),,
14855,S12954,18/6/2019,Reverse channels,Googlepay,C00001277,16854,13154,,Contract Purchase Orders (CPO),,
14856,S12955,10/1/2019,Reverse channels,Googlepay,C00001278,16855,13155,,Contract Purchase Orders (CPO),,
14857,S12956,14/1/2019,Reverse channels,Googlepay,C00001279,16856,13156,,Contract Purchase Orders (CPO),,
14858,S12957,2/2/2019,Reverse channels,Googlepay,C00001280,16857,13157,,Contract Purchase Orders (CPO),,
14859,S12958,10/2/2019,Reverse channels,Googlepay,C00001281,16858,13158,,Contract Purchase Orders (CPO),,
14860,S12959,27/2/2019,Reverse channels,Googlepay,C00001282,16859,13159,,Contract Purchase Orders (CPO),,
14861,S12960,15/3/2019,Reverse channels,Googlepay,C00001283,16860,13160,,Contract Purchase Orders (CPO),,
14862,S12961,28/3/2019,Reverse channels,Googlepay,C00001284,16861,13161,,Contract Purchase Orders (CPO),,
14863,S12962,29/3/2019,Reverse channels,Googlepay,C00001285,16862,13162,,Contract Purchase Orders (CPO),,
14864,S12963,1/4/2019,Reverse channels,Googlepay,C00001286,16863,13163,,Contract Purchase Orders (CPO),,
14865,S12964,6/4/2019,Reverse channels,Googlepay,C00001287,16864,13164,,Contract Purchase Orders (CPO),,
14866,S12965,10/4/2019,Reverse channels,Googlepay,C00001288,16865,13165,,Contract Purchase Orders (CPO),,
